OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
392,Polygon,1,392,2,Beams Rd,64208,Hospitalisation,2012,February,Friday,19,Angle,Multi-Vehicle,153.011456,-27.345744,Beams Rd,<Null>,Carseldine,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Carseldine,Bald Hills - Everton Park,Brisbane - North,Major Cities,Aspley,Petrie,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,2,0,1,3,2,0,0,0,0,0,0,0.001201,0
393,Polygon,1,393,2,Bethcar Rd,236902,Hospitalisation,2012,February,Friday,11,Hit object,Single Vehicle,151.067847,-28.426992,Bethcar Rd,<Null>,Inglewood,Goondiwindi Region,4387,Inglewood,Darling Downs,Southern,Southern,Downs South West,Inglewood - Waggamba,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,700,Off Path-Straight: Other,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001208,0
394,Polygon,1,394,2,Broadwater Park Rd,271726,Fatal,2012,November,Saturday,11,Overturned,Single Vehicle,145.981726,-18.423378,Broadwater Park Rd,<Null>,Abergowrie,Hinchinbrook Shire,4850,Ingham,Townsville,Northern,Northern,North Queensland,Ingham Region,Charters Towers - Ayr - Ingham,Townsville,Remote,Hinchinbrook,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,1,0,8,0,9,1,0,0,0,0,0,0,0.001161,0
395,Polygon,4,395,2,Browns Plains Rd,98305,Hospitalisation,2012,December,Tuesday,14,Angle,Multi-Vehicle,153.040175,-27.66083,Browns Plains Rd,<Null>,Browns Plains,Logan City,4118,Browns Plains,Logan,South Eastern,SEQ South,South Coast,Browns Plains,Browns Plains,Logan - Beaudesert,Major Cities,Algester,Rankin,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,3,0,0,0,0,0,0,0.001203,0
396,Polygon,1,396,2,Caboolture Connection Rd,76773,Hospitalisation,2012,August,Friday,19,Angle,Multi-Vehicle,152.950293,-27.084763,Caboolture Connection Rd,<Null>,Caboolture,Moreton Bay Region,4510,Caboolture,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Caboolture,Caboolture,Moreton Bay - North,Major Cities,Morayfield,Longman,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,0,0,0,1,0,0,0.0012,0
397,Polygon,1,397,2,Cocoa Creek Rd,270657,Hospitalisation,2012,February,Sunday,12,Hit animal,Other,147.017658,-19.29057,Cocoa Creek Rd,<Null>,Cape Cleveland,Townsville City,4810,Giru,Townsville,Northern,Northern,North Queensland,Townsville - South,Townsville,Townsville,Outer Regional,Burdekin,Dawson,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Wet,Clear,Daylight,Straight,Grade,609,Pass & Misc: Hit Animal,Hit animal,0,2,0,0,2,0,1,0,0,0,0,1,0.001164,0
398,Polygon,1,398,2,Collins Ave,290997,Hospitalisation,2012,May,Thursday,22,Hit object,Single Vehicle,145.753154,-16.898911,Collins Ave,<Null>,Edge Hill,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Whitfield - Edge Hill,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,Locally-controlled,Median Opening,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view obscured,Level,800,Off Path-Curve: Other,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001156,0
399,Polygon,1,399,2,Como Rd,209502,Fatal,2012,December,Monday,15,Hit object,Single Vehicle,152.885289,-26.106068,Como Rd,<Null>,Toolara Forest,Gympie Region,4570,Gympie,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Cooloola,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,1,1,4,0,6,1,0,0,0,0,0,0,0.001195,0
400,Polygon,1,400,2,Compton Rd,49559,Hospitalisation,2012,November,Tuesday,13,Hit pedestrian,Hit pedestrian,153.08724,-27.616614,Compton Rd,<Null>,Kuraby,Brisbane City,4112,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Kuraby,Sunnybank,Brisbane - South,Major Cities,Stretton,Moreton,Locally-controlled,Median Opening,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,0,Ped'N: Hit Other,Other,0,2,1,0,3,0,1,0,0,0,1,0,0.001203,0
401,Polygon,1,401,2,Connection Rd,198890,Hospitalisation,2012,April,Sunday,16,Overturned,Single Vehicle,152.890523,-26.922818,Connection Rd,<Null>,Glass House Mountains,Sunshine Coast Region,4518,Beerwah,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Glass House Mountains,Sunshine Coast Hinterland,Sunshine Coast,Inner Regional,Glass House,Fisher,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Level,801,Off Path-Curve: Off Cway Right Bend,Off carriageway on curve,0,1,1,0,2,1,0,0,0,0,0,0,0.001199,0
402,Polygon,2,402,2,Cotlew St,173239,Hospitalisation,2012,October,Tuesday,8,Angle,Multi-Vehicle,153.384916,-27.986794,Cotlew St,<Null>,Ashmore,Gold Coast City,4214,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Ashmore,Southport,Gold Coast,Major Cities,Southport,Moncrieff,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,2,0,3,2,0,0,0,0,0,0,0.001205,0
403,Polygon,2,403,2,Danbulla Rd,285361,Hospitalisation,2012,October,Sunday,13,Head-on,Multi-Vehicle,145.564471,-17.154385,Danbulla Rd,<Null>,Tinaroo,Tablelands Region,4872,Atherton,Far North,Northern,Northern,North Queensland,Malanda - Yungaburra,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,1,0,0,0,1,0,0,0.002314,0
404,Polygon,1,404,2,Elliott St,76828,Hospitalisation,2012,November,Tuesday,15,Angle,Multi-Vehicle,152.950409,-27.085984,Elliott St,<Null>,Caboolture,Moreton Bay Region,4510,Caboolture,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Caboolture,Caboolture,Moreton Bay - North,Major Cities,Morayfield,Longman,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,0,0,1,2,0,0,0,0,0,0,0.0012,0
405,Polygon,1,405,2,Everton Park - Albany Creek Rd,127192,Hospitalisation,2012,September,Tuesday,16,Hit object,Single Vehicle,152.982052,-27.381278,Everton Park - Albany Creek Rd,<Null>,Everton Hills,Moreton Bay Region,4053,Albany Creek,North Brisbane,Brisbane,SEQ North,North Coast and Wide Bay/Burnett,The Hills District,The Hills District,Moreton Bay - South,Major Cities,Everton,Dickson,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,700,Off Path-Straight: Other,Other,0,1,0,0,1,2,0,0,0,0,0,0,0.001202,0
406,Polygon,1,406,2,Flinders St,282820,Hospitalisation,2012,October,Monday,11,Angle,Multi-Vehicle,146.809775,-19.266784,Flinders St,<Null>,Townsville City,Townsville City,4810,Townsville,Townsville,Northern,Northern,North Queensland,Townsville City - North Ward,Townsville,Townsville,Outer Regional,Townsville,Herbert,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,207,Veh'S Opposite Approach: U-Turn,U-turn,0,1,0,0,1,2,1,0,0,0,0,0,0.001164,0
407,Polygon,1,407,2,Gilberton Rd,295007,Hospitalisation,2012,September,Saturday,12,Overturned,Single Vehicle,144.125638,-18.662351,Gilberton Rd,<Null>,Einasleigh,Etheridge Shire,4871,Mount Surprise,Far North,Northern,Northern,North Queensland,Croydon - Etheridge,Far North,Queensland - Outback,Very Remote,Traeger,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Dip,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.001162,0
408,Polygon,1,408,2,Lae Dr,179546,Hospitalisation,2012,August,Sunday,9,Angle,Multi-Vehicle,153.399447,-27.912164,Lae Dr,<Null>,Runaway Bay,Gold Coast City,4216,Runaway Bay,Gold Coast,South Eastern,SEQ South,South Coast,Runaway Bay,Gold Coast - North,Gold Coast,Major Cities,Broadwater,Fadden,Locally-controlled,Median Opening,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,2,0,0,0,0,0,0,0.001205,0
409,Polygon,1,409,2,Logan Sub-Arterial Rd,49307,Hospitalisation,2012,February,Wednesday,16,Angle,Multi-Vehicle,153.084803,-27.56237,Logan Sub-Arterial Rd,<Null>,Upper Mount Gravatt,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Upper Mount Gravatt,Mt Gravatt,Brisbane - South,Major Cities,Mansfield,Bonner,State-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001203,0
410,Polygon,1,410,2,Macarthur Ave,121459,Hospitalisation,2012,February,Saturday,10,Angle,Multi-Vehicle,153.071409,-27.440291,Macarthur Ave,<Null>,Hamilton,Brisbane City,4007,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Eagle Farm - Pinkenba,Nundah,Brisbane - North,Major Cities,Clayfield,Brisbane,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,207,Veh'S Opposite Approach: U-Turn,U-turn,0,1,0,0,1,2,0,0,0,0,0,0,0.001202,0
411,Polygon,1,411,2,Mooloolaba Rd,157047,Hospitalisation,2012,October,Saturday,12,Sideswipe,Multi-Vehicle,153.07257,-26.683972,Mooloolaba Rd,<Null>,Buderim,Sunshine Coast Region,4556,Maroochydore,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Buderim - North,Buderim,Sunshine Coast,Major Cities,Buderim,Fairfax,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,305,Veh'S Same Direction: Lane Side Swipe,Lane changes,0,1,0,0,1,1,1,0,0,0,0,0,0.001198,0
412,Polygon,2,412,2,Mount Glorious Rd,187680,Hospitalisation,2012,May,Saturday,12,Fall from vehicle,Single Vehicle,152.680944,-27.306738,Mount Glorious Rd,<Null>,Dundas,Somerset Region,4306,Esk,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Esk,Ipswich Hinterland,Ipswich,Inner Regional,Nanango,Blair,State-controlled,Forestry/National Park Road,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,0,1,0,0,0,0,0,0.002402,0
413,Polygon,4,413,2,Nambour Connection Rd,160100,Hospitalisation,2012,March,Tuesday,15,Angle,Multi-Vehicle,152.963039,-26.641162,Nambour Connection Rd,<Null>,Nambour,Sunshine Coast Region,4560,Nambour,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Nambour,Nambour,Sunshine Coast,Major Cities,Nicklin,Fairfax,State-controlled,Median Opening,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,1,1,0,2,1,1,0,0,0,0,0,0.001197,0
414,Polygon,1,414,2,Ninety Mile Beach Rd,309400,Hospitalisation,2012,September,Wednesday,10,Head-on,Multi-Vehicle,153.206301,-25.32666,Ninety Mile Beach Rd,<Null>,Fraser Island,Fraser Coast Region,4581,Fraser Island,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Burrum - Fraser,Maryborough,Wide Bay,Remote,Hervey Bay,Wide Bay,Locally-controlled,Forestry/National Park Road,No traffic control,80 - 90 km/h,Unsealed - Wet,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,1,0,2,2,0,0,0,0,0,0,0.00119,0
415,Polygon,1,415,2,Ocean Beach Rd,198868,Hospitalisation,2012,January,Wednesday,19,Fall from vehicle,Single Vehicle,153.130127,-26.876046,Ocean Beach Rd,<Null>,Bribie Island North,Sunshine Coast Region,4507,Bribie Island,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Bribie Island,Bribie - Beachmere,Moreton Bay - North,Inner Regional,Pumicestone,Longman,Locally-controlled,Forestry/National Park Road,No traffic control,0 - 50 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Straight,Level,901,Pass & Misc: Fell In/From Vehicle,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001199,0
416,Polygon,1,416,2,Peachey Rd,71094,Hospitalisation,2012,November,Thursday,10,Angle,Multi-Vehicle,153.252102,-27.786587,Peachey Rd,<Null>,Ormeau,Gold Coast City,4208,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Ormeau - Yatala,Ormeau - Oxenford,Gold Coast,Major Cities,Coomera,Forde,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,1,0,0,0,0,0,0.001204,0
417,Polygon,1,417,2,Pit Rd,240722,Hospitalisation,2012,November,Monday,14,Fall from vehicle,Single Vehicle,150.676469,-24.626199,Pit Rd,<Null>,Lawgi Dawes,Banana Shire,4716,Biloela,Capricornia,Central,Central,Central Queensland,Banana,Biloela,Central Queensland,Outer Regional,Callide,Flynn,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view open,Level,802,Off Path-Curve: Off Cway Left Bend,Off carriageway on curve,0,1,0,0,1,0,1,0,0,0,0,0,0.001187,0
418,Polygon,1,418,2,Point Cartwright Dr,186002,Fatal,2012,March,Saturday,17,Hit object,Single Vehicle,153.133587,-26.689296,Point Cartwright Dr,<Null>,Buddina,Sunshine Coast Region,4575,Kawana Waters,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Buddina - Minyama,Caloundra,Sunshine Coast,Major Cities,Kawana,Fisher,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Level,808,Off Path-Curve: Mounts Traffic Island,Off carriageway on curve hit object,1,0,0,0,1,0,1,0,0,0,0,0,0.001198,0
419,Polygon,2,419,2,Redcliffe Rd,88687,Hospitalisation,2012,February,Monday,13,Rear-end,Multi-Vehicle,153.048918,-27.215338,Redcliffe Rd,<Null>,Rothwell,Moreton Bay Region,4022,Redcliffe,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Rothwell - Kippa-ring,Redcliffe,Moreton Bay - North,Major Cities,Murrumba,Petrie,State-controlled,Merge Lane,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,2,0,0,2,2,0,0,0,0,0,0,0.002401,0
420,Polygon,1,420,2,Richardson Rd,250097,Hospitalisation,2012,November,Friday,17,Angle,Multi-Vehicle,150.521541,-23.340906,Richardson Rd,<Null>,Norman Gardens,Rockhampton Region,4701,North Rockhampton,Capricornia,Central,Central,Central Queensland,Norman Gardens,Rockhampton,Central Queensland,Inner Regional,Rockhampton,Capricornia,Locally-controlled,Median Opening,Give way sign,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,1,2,2,0,0,0,0,0,0,0.001181,0
421,Polygon,1,421,2,Shafston Ave,55375,Hospitalisation,2012,June,Wednesday,15,Sideswipe,Multi-Vehicle,153.036323,-27.474331,Shafston Ave,<Null>,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,306,Veh'S Same Direction: Lane Change Right,Lane changes,0,1,0,0,1,1,1,0,0,0,0,0,0.001202,0
422,Polygon,1,422,2,South Townsville Rd,282759,Hospitalisation,2012,May,Wednesday,16,Fall from vehicle,Single Vehicle,146.815767,-19.280456,South Townsville Rd,<Null>,Railway Estate,Townsville City,4810,Townsville,Townsville,Northern,Northern,North Queensland,South Townsville - Railway Estate,Townsville,Townsville,Outer Regional,Townsville,Herbert,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,901,Pass & Misc: Fell In/From Vehicle,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.001164,0
423,Polygon,1,423,2,Springwood Connection Rd,95709,Hospitalisation,2012,April,Thursday,16,Hit pedestrian,Hit pedestrian,153.115475,-27.642131,Springwood Connection Rd,<Null>,Logan Central,Logan City,4114,Logan Central,Logan,South Eastern,SEQ South,South Coast,Logan Central,Springwood - Kingston,Logan - Beaudesert,Major Cities,Woodridge,Rankin,State-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.001203,0
424,Polygon,1,424,2,Tuan Rd,216786,Hospitalisation,2012,September,Monday,7,Hit object,Single Vehicle,152.860177,-25.691946,Tuan Rd,<Null>,Tuan,Fraser Coast Region,4650,Maryborough,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Maryborough Region - South,Maryborough,Wide Bay,Inner Regional,Maryborough,Wide Bay,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001192,0
425,Polygon,3,425,2,Unnamed Forestry Rd,255010,Hospitalisation,2012,September,Saturday,23,Hit object,Single Vehicle,150.623358,-22.903217,Unnamed Forestry Rd,<Null>,Byfield,Livingstone Shire,4703,Yeppoon,Capricornia,Central,Central,Central Queensland,Rockhampton Region - North,Rockhampton,Central Queensland,Outer Regional,Keppel,Capricornia,Locally-controlled,Forestry/National Park Road,No traffic control,0 - 50 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Dip,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,3,0,0,3,1,0,0,0,0,0,0,0.003508,0
426,Polygon,3,426,2,Wynnum Rd,36285,Hospitalisation,2012,February,Friday,6,Angle,Multi-Vehicle,153.098316,-27.469909,Wynnum Rd,<Null>,Cannon Hill,Brisbane City,4170,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Murarrie,Wynnum - Manly,Brisbane - East,Major Cities,Bulimba,Bonner,Locally-controlled,Median Opening,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,1,0,0,0,1,0,0,0.001202,0
427,Polygon,1,427,2,Beechmont Rd,163957,Hospitalisation,2013,September,Sunday,10,Fall from vehicle,Single Vehicle,153.256568,-28.031274,Beechmont Rd,<Null>,Lower Beechmont,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Guanaba - Springbrook,Gold Coast Hinterland,Gold Coast,Inner Regional,Mudgeeraba,Wright,State-controlled,Forestry/National Park Road,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,802,Off Path-Curve: Off Cway Left Bend,Off carriageway on curve,0,1,0,0,1,0,1,0,0,0,0,0,0.001205,0
428,Polygon,1,428,2,Beenleigh - Redland Bay Rd,311208,Hospitalisation,2013,September,Wednesday,16,Angle,Multi-Vehicle,153.213442,-27.672861,Beenleigh - Redland Bay Rd,<Null>,Cornubia,Logan City,4130,Loganholme,Logan,South Eastern,SEQ South,South Coast,Cornubia - Carbrook,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Macalister,Forde,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,1,0,0,0.001203,0
429,Polygon,1,429,2,Borcherts Hill Rd,218264,Hospitalisation,2013,August,Tuesday,5,Overturned,Single Vehicle,151.967785,-26.256329,Borcherts Hill Rd,<Null>,Murgon,South Burnett Region,4605,Murgon,South West,Southern,Southern,North Coast and Wide Bay/Burnett,Kingaroy Region - North,Burnett,Wide Bay,Outer Regional,Nanango,Wide Bay,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Dawn/Dusk,Curved - view obscured,Crest,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.001195,0
430,Polygon,4,430,2,Browns Plains Rd,98305,Hospitalisation,2013,December,Tuesday,14,Angle,Multi-Vehicle,153.040175,-27.66083,Browns Plains Rd,<Null>,Browns Plains,Logan City,4118,Browns Plains,Logan,South Eastern,SEQ South,South Coast,Browns Plains,Browns Plains,Logan - Beaudesert,Major Cities,Algester,Rankin,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,3,0,0,0,0,0,0,0.001203,0
431,Polygon,1,431,2,Bundaberg - Bargara Rd,203938,Hospitalisation,2013,March,Sunday,14,Angle,Multi-Vehicle,152.339483,-24.868573,Bundaberg - Bargara Rd,<Null>,Bundaberg West,Bundaberg Region,4670,Bundaberg,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Bundaberg,Bundaberg,Wide Bay,Inner Regional,Bundaberg,Hinkler,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,1,1,0,0,0,0,0,0.001188,0
